Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Frequently,455,Human Resources,11,4,Life Sciences,1,1224,3,Female,54,4,2,Human Resources,4,Married,5046,26720,1,Y,No,11,4,1,80,2,12,2,3,7,0,2,5
28,No,Travel_Rarely,1080,Research & Development,7,2,Life Sciences,1,1225,1,Male,68,4,1,Manager,4,Divorced,2972,5293,1,Y,No,14,3,3,80,1,0,3,3,0,0,0,0
51,No,Travel_Rarely,505,Research & Development,12,2,Medical,1,1226,2,Male,91,3,3,Manufacturing Director,1,Single,6323,13527,1,Y,Yes,16,3,3,80,1,12,3,3,10,3,0,2
31,No,Travel_Rarely,504,Research & Development,1,2,Marketing,1,1227,4,Male,50,3,2,Research Director,2,Divorced,4550,9894,4,Y,No,11,3,4,80,0,11,3,3,5,3,2,2
26,No,Travel_Rarely,858,Sales,1,3,Life Sciences,1,1228,4,Female,48,3,3,Sales Executive,3,Single,6202,13322,1,Y,No,11,3,1,80,3,4,0,3,4,3,0,1
35,No,Travel_Rarely,495,Human Resources,1,3,Life Sciences,1,1229,4,Female,54,4,2,Manager,4,Married,3317,15585,4,Y,No,13,3,2,80,0,7,3,3,0,0,0,0
55,No,Non-Travel,684,Research & Development,5,3,Marketing,1,1230,2,Female,34,3,1,Healthcare Representative,3,Married,2706,13071,6,Y,No,11,4,3,80,1,21,3,3,1,1,1,1
20,No,Travel_Rarely,205,Research & Development,2,4,Medical,1,1231,1,Male,41,3,3,Manufacturing Director,3,Married,8013,4086,4,Y,No,17,3,4,80,3,10,3,3,5,5,4,5
27,No,Travel_Rarely,112,Sales,29,3,Marketing,1,1232,2,Male,54,3,1,Sales Representative,4,Single,1793,21431,1,Y,No,11,3,4,80,1,25,4,4,9,8,0,1
50,No,Travel_Rarely,1111,Sales,7,4,Technical Degree,1,1233,2,Female,34,1,4,Sales Executive,1,Married,7881,8565,3,Y,No,20,3,4,80,1,0,3,2,0,0,0,0
53,No,Travel_Rarely,1350,Sales,9,2,Technical Degree,1,1234,2,Male,56,3,3,Sales Executive,4,Married,5803,7916,2,Y,No,14,3,4,80,0,7,2,3,2,2,0,2
36,No,Travel_Rarely,1442,Research & Development,2,4,Marketing,1,1235,2,Male,33,3,1,Healthcare Representative,4,Single,3079,19409,2,Y,Yes,15,3,1,80,1,0,1,3,0,0,0,0
25,No,Travel_Rarely,523,Research & Development,3,3,Medical,1,1236,3,Male,74,4,5,Healthcare Representative,3,Single,10858,20493,1,Y,No,11,3,1,80,2,2,2,3,1,1,0,1
55,No,Travel_Frequently,374,Research & Development,3,4,Other,1,1237,2,Male,76,4,2,Research Scientist,4,Married,4373,24922,7,Y,No,15,3,1,80,0,5,1,3,5,1,0,5
51,No,Travel_Rarely,155,Research & Development,10,3,Medical,1,1238,4,Male,57,3,1,Laboratory Technician,4,Married,1765,9512,5,Y,No,14,4,2,80,2,13,4,3,4,2,4,4
43,No,Non-Travel,1298,Human Resources,5,3,Life Sciences,1,1239,2,Male,64,4,3,Human Resources,2,Single,6573,14899,1,Y,No,11,4,4,80,1,12,4,2,1,1,1,0
29,No,Travel_Rarely,348,Sales,6,1,Life Sciences,1,1240,3,Male,45,2,1,Sales Executive,3,Married,1248,8499,2,Y,No,15,3,4,80,1,6,2,1,6,1,1,0
36,Yes,Non-Travel,766,Research & Development,8,4,Marketing,1,1241,1,Male,41,3,4,Healthcare Representative,3,Divorced,8614,20616,1,Y,Yes,13,3,2,80,1,0,2,3,0,0,0,0
35,No,Travel_Rarely,719,Research & Development,13,1,Other,1,1242,3,Female,72,3,4,Manufacturing Director,1,Single,9197,6383,9,Y,No,14,3,3,80,0,21,1,3,9,0,2,6
39,No,Travel_Frequently,1284,Research & Development,1,2,Life Sciences,1,1243,1,Male,57,3,5,Laboratory Technician,4,Married,9499,21878,9,Y,No,15,3,4,80,0,8,4,4,8,5,6,4
50,No,Travel_Rarely,1231,Research & Development,13,3,Life Sciences,1,1244,4,Male,48,4,2,Laboratory Technician,1,Single,3273,15699,1,Y,Yes,13,3,3,80,0,3,4,3,3,0,1,3
44,No,Travel_Rarely,396,Research & Development,7,4,Human Resources,1,1245,4,Female,97,1,2,Research Scientist,4,Single,5763,14322,2,Y,Yes,15,3,1,80,1,12,2,2,1,1,0,1
27,No,Travel_Rarely,377,Research & Development,9,1,Other,1,1246,3,Female,84,4,3,Laboratory Technician,3,Single,6010,10511,3,Y,No,14,3,3,80,2,12,3,4,12,7,1,1
49,No,Travel_Rarely,686,Sales,3,4,Life Sciences,1,1247,1,Male,65,2,1,Sales Representative,1,Married,3408,10730,2,Y,No,16,3,3,80,0,8,2,3,0,0,0,0
39,No,Travel_Rarely,1168,Sales,4,5,Life Sciences,1,1248,3,Female,91,3,2,Sales Representative,4,Divorced,4376,12667,1,Y,Yes,13,3,3,80,1,12,2,3,9,5,0,3
43,No,Travel_Rarely,295,Human Resources,2,3,Medical,1,1249,4,Male,68,2,2,Manager,4,Single,4370,14327,4,Y,No,11,3,3,80,0,2,0,2,2,2,1,2
50,No,Travel_Rarely,412,Research & Development,29,3,Life Sciences,1,1250,2,Male,70,4,1,Research Scientist,3,Married,2850,3996,1,Y,No,12,4,1,80,1,16,3,3,14,2,0,2
26,No,Travel_Frequently,721,Research & Development,6,4,Human Resources,1,1251,3,Male,89,2,2,Healthcare Representative,2,Married,3792,14878,4,Y,No,20,4,4,80,1,4,2,4,4,1,0,4
36,No,Non-Travel,1228,Research & Development,29,3,Life Sciences,1,1252,4,Male,95,3,4,Healthcare Representative,1,Single,8605,13940,2,Y,No,18,3,3,80,1,6,0,3,6,2,4,4
32,No,Travel_Rarely,746,Sales,6,3,Life Sciences,1,1253,4,Female,88,4,4,Sales Representative,2,Married,8194,5697,4,Y,No,19,3,3,80,3,15,1,3,8,0,0,4
22,No,Travel_Rarely,351,Sales,2,4,Life Sciences,1,1254,4,Male,69,3,1,Sales Executive,2,Divorced,1443,23930,4,Y,Yes,19,3,4,80,2,19,2,3,10,4,0,1
40,No,Travel_Rarely,883,Research & Development,6,5,Life Sciences,1,1255,4,Male,48,3,1,Laboratory Technician,3,Divorced,2769,17444,3,Y,No,13,3,1,80,1,22,3,4,7,4,0,6
59,No,Travel_Frequently,1057,Research & Development,1,4,Life Sciences,1,1256,4,Female,84,3,2,Laboratory Technician,4,Divorced,4289,10530,4,Y,No,16,3,2,80,3,18,2,2,6,1,6,0
20,No,Non-Travel,397,Sales,21,2,Life Sciences,1,1257,3,Male,75,3,4,Sales Executive,3,Married,8374,12397,2,Y,No,15,3,4,80,1,8,4,3,8,8,0,5
36,No,Non-Travel,339,Research & Development,15,2,Marketing,1,1258,3,Female,33,4,1,Laboratory Technician,4,Divorced,1531,6142,1,Y,No,17,3,2,80,2,0,2,4,0,0,0,0
42,No,Non-Travel,911,Sales,11,2,Life Sciences,1,1259,4,Female,91,3,3,Sales Executive,3,Single,7773,19282,1,Y,No,13,3,4,80,1,20,2,2,6,6,0,2
38,No,Travel_Frequently,390,Research & Development,8,3,Other,1,1260,4,Male,54,3,1,Manufacturing Director,3,Married,3201,26521,1,Y,No,15,3,2,80,0,20,2,3,8,2,3,4
35,No,Non-Travel,638,Sales,7,3,Life Sciences,1,1261,4,Female,92,3,3,Sales Representative,4,Divorced,7271,3854,0,Y,No,15,3,1,80,3,6,2,3,6,3,6,4
25,Yes,Travel_Rarely,357,Research & Development,29,3,Medical,1,1262,1,Male,99,4,2,Manufacturing Director,3,Single,4255,8399,4,Y,Yes,16,3,3,80,0,17,1,3,0,0,0,0
39,Yes,Non-Travel,622,Research & Development,2,3,Life Sciences,1,1263,2,Male,42,4,4,Research Scientist,4,Married,7116,26476,2,Y,Yes,17,3,2,80,0,8,2,3,4,4,0,4
30,No,Travel_Frequently,1244,Research & Development,13,4,Life Sciences,1,1264,2,Male,33,1,1,Manager,2,Married,4062,16186,0,Y,No,15,3,4,80,0,21,4,3,16,8,0,4
18,No,Travel_Rarely,220,Sales,7,4,Medical,1,1265,2,Female,31,3,3,Sales Representative,1,Married,6451,10310,6,Y,Yes,15,3,3,80,0,7,3,3,2,2,2,2
47,No,Travel_Rarely,1216,Sales,29,4,Medical,1,1266,2,Female,96,4,1,Sales Representative,4,Single,1900,16300,4,Y,Yes,15,3,4,80,0,24,4,2,19,2,0,4
45,No,Travel_Rarely,273,Research & Development,15,1,Marketing,1,1267,4,Male,59,3,3,Manager,3,Divorced,6833,22873,2,Y,No,20,3,4,80,1,16,1,3,14,5,0,0
37,No,Travel_Frequently,824,Research & Development,29,1,Marketing,1,1268,1,Male,33,4,4,Manufacturing Director,4,Married,9433,7438,1,Y,No,11,3,2,80,3,23,3,2,9,0,0,3
39,No,Travel_Rarely,927,Research & Development,7,4,Medical,1,1269,4,Male,77,3,1,Manager,4,Single,2481,10359,1,Y,No,11,3,4,80,0,7,2,1,7,6,0,4
46,No,Travel_Rarely,1241,Sales,2,3,Medical,1,1270,4,Female,72,3,4,Sales Executive,1,Single,9522,15521,2,Y,No,17,3,3,80,1,13,3,4,1,0,0,1
39,No,Travel_Frequently,450,Research & Development,6,3,Human Resources,1,1271,2,Female,74,2,3,Laboratory Technician,3,Divorced,7366,17010,7,Y,Yes,15,3,3,80,0,4,6,3,4,4,3,4
45,No,Travel_Rarely,668,Research & Development,11,1,Medical,1,1272,2,Female,42,2,1,Laboratory Technician,3,Single,1638,9975,1,Y,No,15,3,4,80,0,16,4,4,15,2,3,5
34,No,Travel_Frequently,577,Research & Development,13,2,Other,1,1273,3,Female,76,3,2,Research Scientist,3,Single,3960,14356,3,Y,No,17,3,3,80,1,17,0,2,3,3,1,1
48,No,Travel_Frequently,209,Sales,1,3,Technical Degree,1,1274,4,Male,57,3,1,Sales Executive,4,Married,3266,26460,8,Y,No,15,3,3,80,2,27,2,3,13,6,1,3
39,Yes,Non-Travel,690,Research & Development,6,4,Life Sciences,1,1275,4,Male,66,3,3,Research Director,2,Married,4329,13448,4,Y,No,13,3,3,80,0,14,0,2,0,0,0,0
38,No,Travel_Rarely,1247,Sales,2,4,Life Sciences,1,1276,4,Male,57,3,3,Sales Representative,3,Married,6380,15967,2,Y,No,17,3,2,80,0,16,0,3,0,0,0,0
25,No,Non-Travel,1347,Sales,18,3,Medical,1,1277,4,Female,56,3,1,Sales Executive,4,Married,1355,16337,4,Y,No,15,3,2,80,0,7,1,3,7,1,1,3
39,No,Travel_Rarely,471,Human Resources,1,3,Marketing,1,1278,3,Male,59,4,2,Human Resources,1,Married,4118,25934,6,Y,Yes,13,3,3,80,2,14,2,2,6,1,1,5
29,No,Travel_Rarely,861,Sales,9,4,Medical,1,1279,4,Male,35,4,4,Sales Representative,4,Divorced,8260,6281,3,Y,No,17,3,2,80,0,8,2,4,3,0,1,3
31,No,Travel_Rarely,1246,Research & Development,2,3,Technical Degree,1,1280,4,Female,38,3,5,Research Director,3,Single,10213,13205,7,Y,No,17,3,1,80,1,11,2,2,11,7,2,7
29,No,Travel_Rarely,1326,Research & Development,3,3,Life Sciences,1,1281,4,Female,35,3,2,Laboratory Technician,4,Married,4058,13080,3,Y,No,15,3,1,80,2,12,2,3,12,4,0,4
27,Yes,Non-Travel,1286,Research & Development,25,4,Life Sciences,1,1282,1,Male,58,4,5,Research Director,2,Divorced,9622,3504,6,Y,No,21,3,3,80,1,8,4,4,8,0,0,1
56,Yes,Travel_Rarely,1343,Research & Development,2,4,Life Sciences,1,1283,4,Female,99,3,2,Laboratory Technician,1,Married,6333,5706,8,Y,Yes,19,3,3,80,3,11,2,4,3,3,0,2
48,No,Non-Travel,676,Sales,1,4,Medical,1,1284,3,Female,95,2,2,Sales Executive,3,Married,5993,25817,3,Y,No,18,3,4,80,3,8,2,4,5,1,1,5
54,No,Travel_Rarely,165,Research & Development,1,2,Marketing,1,1285,4,Male,82,2,4,Manager,1,Single,7570,6874,3,Y,No,23,3,3,80,1,8,3,3,8,4,0,0
25,No,Travel_Rarely,313,Research & Development,6,3,Life Sciences,1,1286,1,Male,99,4,2,Laboratory Technician,4,Married,5765,6561,3,Y,Yes,14,3,3,80,1,18,3,2,11,1,1,0
37,No,Travel_Rarely,170,Sales,9,4,Medical,1,1287,3,Male,34,3,2,Sales Executive,1,Married,4180,7449,5,Y,Yes,13,3,3,80,0,12,2,2,3,0,1,3
25,Yes,Travel_Rarely,1249,Research & Development,3,2,Life Sciences,1,1288,2,Male,49,2,2,Healthcare Representative,4,Married,4603,15554,6,Y,No,18,3,3,80,3,13,4,3,8,0,3,6
30,No,Non-Travel,478,Sales,10,4,Life Sciences,1,1289,2,Female,41,2,4,Sales Representative,3,Divorced,8449,22473,0,Y,No,14,3,3,80,0,0,2,3,0,0,0,0
28,Yes,Travel_Frequently,1421,Sales,1,2,Marketing,1,1290,1,Male,37,3,4,Sales Executive,2,Single,7972,25346,5,Y,Yes,15,3,4,80,1,13,2,2,13,6,1,3
48,No,Travel_Rarely,1483,Research & Development,17,4,Life Sciences,1,1291,4,Male,87,3,2,Research Scientist,1,Single,5287,14044,5,Y,No,11,3,4,80,0,14,3,3,11,5,1,7
33,Yes,Travel_Frequently,626,Sales,15,3,Medical,1,1292,1,Male,78,3,2,Sales Executive,3,Single,4600,10896,4,Y,No,17,3,4,80,0,8,2,3,0,0,0,0
46,Yes,Travel_Rarely,169,Research & Development,29,2,Technical Degree,1,1293,2,Male,93,3,2,Research Director,3,Married,4118,9739,4,Y,No,11,3,4,80,0,25,3,3,5,0,1,0
42,No,Travel_Rarely,1395,Research & Development,24,3,Technical Degree,1,1294,2,Male,79,2,3,Manufacturing Director,2,Single,5456,6309,0,Y,No,14,3,3,80,1,0,2,3,0,0,0,0
57,No,Travel_Rarely,1258,Research & Development,3,4,Life Sciences,1,1295,3,Female,68,3,1,Research Scientist,4,Married,1785,3932,2,Y,Yes,14,3,3,80,0,16,2,3,10,4,0,2
23,No,Travel_Rarely,1187,Sales,4,3,Medical,1,1296,2,Male,69,3,4,Sales Representative,2,Married,7186,7742,6,Y,No,13,3,4,80,0,15,4,3,12,3,4,6
48,Yes,Non-Travel,262,Sales,12,3,Marketing,1,1297,2,Female,60,3,2,Sales Executive,3,Married,4509,8778,8,Y,Yes,11,3,4,80,0,14,2,2,7,7,4,3
47,No,Travel_Rarely,1151,Sales,1,4,Marketing,1,1298,3,Female,32,3,2,Sales Executive,3,Single,3542,9038,1,Y,No,11,3,4,80,0,12,3,3,5,5,2,0
28,Yes,Travel_Rarely,860,Research & Development,3,3,Technical Degree,1,1299,3,Male,59,2,1,Manufacturing Director,1,Divorced,2287,25773,3,Y,Yes,12,3,4,80,1,14,2,2,7,7,2,0
46,No,Travel_Rarely,802,Research & Development,1,3,Life Sciences,1,1300,1,Female,58,3,1,Research Director,4,Married,3596,22051,6,Y,No,16,3,4,80,1,17,3,2,8,3,1,3
40,No,Travel_Rarely,1411,Sales,5,1,Life Sciences,1,1301,2,Female,99,4,5,Sales Executive,3,Divorced,11459,9708,5,Y,Yes,16,3,2,80,0,5,2,3,3,0,1,0
34,No,Travel_Rarely,931,Human Resources,7,4,Medical,1,1302,2,Male,85,3,2,Human Resources,1,Married,4474,24177,3,Y,No,14,3,4,80,1,13,3,3,0,0,0,0
29,No,Travel_Rarely,950,Sales,2,2,Marketing,1,1303,4,Male,95,3,1,Sales Representative,3,Single,2430,10279,0,Y,No,11,3,4,80,1,9,3,2,0,0,0,0
30,No,Travel_Frequently,939,Research & Development,1,3,Life Sciences,1,1304,3,Female,92,3,2,Manufacturing Director,3,Single,6003,25630,5,Y,Yes,16,3,4,80,1,3,0,3,3,3,0,0
55,No,Travel_Rarely,350,Research & Development,11,4,Life Sciences,1,1305,3,Female,59,2,2,Manufacturing Director,3,Divorced,4916,8276,5,Y,No,11,3,2,80,3,16,1,3,9,4,0,6
37,No,Travel_Rarely,1216,Research & Development,1,2,Marketing,1,1306,2,Male,82,4,1,Laboratory Technician,4,Married,2237,2566,5,Y,Yes,11,3,4,80,0,7,5,2,7,0,1,7
44,Yes,Travel_Rarely,1161,Research & Development,29,3,Life Sciences,1,1307,3,Male,75,1,2,Research Scientist,1,Single,3359,6513,5,Y,No,14,3,4,80,2,0,4,3,0,0,0,0
29,No,Travel_Rarely,1132,Research & Development,2,2,Life Sciences,1,1308,1,Male,38,2,2,Research Scientist,2,Married,4815,10337,2,Y,Yes,13,3,2,80,1,7,3,3,0,0,0,0
29,No,Travel_Frequently,1446,Research & Development,9,4,Life Sciences,1,1309,1,Male,36,3,2,Manufacturing Director,4,Married,5163,9185,9,Y,No,18,3,3,80,1,5,3,2,0,0,0,0
46,No,Travel_Rarely,303,Research & Development,5,3,Life Sciences,1,1310,3,Male,92,4,2,Research Scientist,1,Single,3994,18378,5,Y,No,15,3,3,80,1,18,4,3,9,3,3,3
24,Yes,Travel_Rarely,946,Sales,1,4,Medical,1,1311,3,Male,76,3,2,Sales Executive,4,Single,4732,15314,3,Y,No,20,4,4,80,0,12,2,3,8,0,0,0
33,No,Travel_Rarely,645,Research & Development,5,4,Life Sciences,1,1312,1,Male,73,3,5,Healthcare Representative,1,Divorced,10209,12469,8,Y,No,13,4,3,80,0,20,3,3,0,0,0,0
37,No,Non-Travel,1381,Research & Development,6,3,Life Sciences,1,1313,4,Male,78,3,2,Manager,4,Single,4352,7972,7,Y,No,16,3,2,80,1,6,3,3,6,0,0,1
38,No,Travel_Frequently,262,Research & Development,17,4,Life Sciences,1,1314,4,Male,91,3,1,Healthcare Representative,2,Single,1009,12502,6,Y,No,14,3,3,80,0,17,3,2,4,4,0,4
35,No,Travel_Rarely,1155,Research & Development,11,3,Life Sciences,1,1315,3,Male,88,4,1,Healthcare Representative,3,Single,2322,18035,3,Y,No,19,3,3,80,1,30,0,3,2,2,1,2
40,No,Travel_Rarely,363,Research & Development,1,3,Medical,1,1316,3,Male,42,1,2,Laboratory Technician,1,Single,5275,25138,3,Y,No,14,3,1,80,1,13,3,2,4,2,4,3
43,No,Travel_Rarely,111,Research & Development,2,3,Life Sciences,1,1317,4,Male,59,2,3,Manager,1,Married,5994,22933,1,Y,No,17,3,3,80,0,17,3,3,0,0,0,0
43,No,Travel_Frequently,816,Research & Development,3,4,Medical,1,1318,4,Female,72,4,1,Research Scientist,2,Single,2542,24257,1,Y,No,11,3,4,80,0,15,4,3,3,3,2,0
28,No,Travel_Rarely,460,Sales,1,3,Life Sciences,1,1319,3,Female,80,4,3,Sales Representative,1,Single,5895,25882,3,Y,No,13,3,4,80,0,1,3,3,1,1,1,1
34,No,Travel_Rarely,1401,Sales,5,3,Life Sciences,1,1320,4,Male,37,3,1,Sales Representative,2,Divorced,2788,18545,3,Y,No,14,3,1,80,0,15,4,3,10,4,0,8
47,No,Travel_Rarely,225,Sales,29,3,Life Sciences,1,1321,1,Male,66,3,2,Sales Representative,3,Single,4326,14100,1,Y,No,19,3,4,80,0,13,4,2,6,4,1,4
45,No,Travel_Rarely,731,Sales,6,3,Life Sciences,1,1322,3,Male,93,4,3,Sales Representative,3,Married,5748,11459,7,Y,Yes,11,3,4,80,0,9,2,3,9,6,0,6
24,No,Travel_Rarely,369,Research & Development,12,1,Medical,1,1323,2,Male,68,4,2,Manufacturing Director,4,Married,5566,23054,3,Y,No,13,3,2,80,0,4,2,3,0,0,0,0
40,No,Travel_Rarely,379,Sales,10,3,Medical,1,1324,1,Male,37,4,2,Sales Executive,3,Married,5243,8150,3,Y,No,13,4,1,80,0,15,3,3,1,0,1,1
19,No,Travel_Rarely,1125,Human Resources,17,3,Technical Degree,1,1325,3,Male,91,3,1,Human Resources,3,Divorced,2016,14602,2,Y,No,11,3,2,80,0,4,4,4,4,4,0,0
37,No,Travel_Rarely,177,Research & Development,2,3,Life Sciences,1,1326,1,Female,68,3,3,Manufacturing Director,3,Single,6898,26930,0,Y,No,13,3,4,80,3,25,1,3,5,1,2,3
54,No,Travel_Rarely,627,Sales,12,3,Life Sciences,1,1327,4,Male,43,2,1,Sales Executive,3,Divorced,2929,13816,7,Y,No,11,3,1,80,3,11,3,2,11,0,0,8
28,No,Travel_Rarely,719,Research & Development,19,3,Life Sciences,1,1328,3,Male,81,3,4,Research Director,3,Married,9013,20127,1,Y,Yes,11,3,2,80,0,2,1,3,0,0,0,0
29,No,Travel_Rarely,1301,Research & Development,1,4,Marketing,1,1329,3,Female,86,2,1,Manager,4,Married,1144,19154,4,Y,Yes,14,4,4,80,0,7,0,3,7,4,3,7
43,No,Non-Travel,1161,Research & Development,3,5,Life Sciences,1,1330,1,Female,50,1,4,Research Scientist,2,Single,9305,9317,3,Y,No,13,4,3,80,1,9,3,4,3,2,3,3
23,Yes,Travel_Rarely,371,Research & Development,29,3,Life Sciences,1,1331,1,Male,52,3,2,Healthcare Representative,1,Single,4044,8645,3,Y,Yes,14,3,4,80,0,27,3,3,2,2,0,2
31,No,Travel_Rarely,103,Research & Development,13,1,Life Sciences,1,1332,3,Male,33,2,3,Manager,3,Married,6213,22417,3,Y,Yes,15,3,4,80,1,4,3,3,4,2,0,0
42,No,Travel_Frequently,1381,Sales,2,5,Life Sciences,1,1333,4,Male,72,2,2,Sales Representative,2,Divorced,6610,22816,1,Y,Yes,11,4,1,80,1,10,4,3,10,8,1,0
31,No,Travel_Rarely,674,Human Resources,7,4,Other,1,1334,1,Male,40,2,4,Manager,4,Married,8741,12221,1,Y,No,21,4,4,80,0,7,1,3,7,3,6,6
34,No,Travel_Rarely,1488,Human Resources,4,3,Medical,1,1335,2,Male,48,4,1,Human Resources,4,Single,2190,25135,3,Y,No,14,3,2,80,2,14,1,3,14,1,5,5
43,Yes,Travel_Rarely,1232,Research & Development,6,2,Technical Degree,1,1336,4,Male,94,1,1,Manager,1,Single,1009,11478,5,Y,Yes,19,3,3,80,2,7,4,2,7,1,0,3
40,No,Travel_Rarely,1259,Sales,3,2,Medical,1,1337,1,Male,31,3,2,Sales Representative,1,Married,5611,12908,2,Y,No,11,3,3,80,3,3,3,3,2,2,2,2
39,No,Travel_Rarely,636,Research & Development,2,2,Medical,1,1338,4,Female,78,3,1,Research Scientist,3,Married,1423,15838,1,Y,No,12,3,2,80,0,9,2,3,7,4,5,4
33,No,Travel_Rarely,452,Sales,10,1,Life Sciences,1,1339,3,Female,98,3,1,Sales Executive,3,Single,1697,2759,0,Y,No,17,4,4,80,2,8,3,4,4,4,0,4
40,No,Travel_Frequently,1153,Sales,13,4,Medical,1,1340,3,Male,63,3,5,Sales Representative,2,Single,10234,23340,4,Y,No,14,3,3,80,1,6,4,2,6,4,3,6
35,No,Travel_Frequently,638,Sales,18,3,Life Sciences,1,1341,2,Male,33,4,5,Sales Executive,4,Married,11633,11887,2,Y,No,11,3,1,80,1,7,3,3,7,1,0,0
41,No,Travel_Rarely,968,Research & Development,1,4,Medical,1,1342,2,Male,68,3,2,Research Director,3,Married,5118,20387,1,Y,No,11,3,4,80,2,19,4,4,5,2,0,4
32,Yes,Travel_Frequently,1190,Research & Development,15,4,Medical,1,1343,2,Male,78,3,5,Research Director,2,Married,10373,9546,4,Y,Yes,17,3,3,80,3,8,2,3,8,6,0,0
35,No,Travel_Rarely,1319,Research & Development,2,4,Technical Degree,1,1344,4,Male,32,3,2,Research Scientist,1,Divorced,4746,25075,1,Y,Yes,17,3,4,80,1,3,2,3,0,0,0,0
28,No,Travel_Rarely,1332,Research & Development,5,4,Marketing,1,1345,4,Female,55,3,2,Manufacturing Director,4,Married,4019,2281,3,Y,No,15,3,3,80,0,7,4,3,7,2,3,5
36,No,Travel_Rarely,1424,Research & Development,20,5,Medical,1,1346,3,Female,70,2,3,Healthcare Representative,2,Single,6611,9784,1,Y,Yes,13,3,4,80,1,11,3,3,1,1,1,0
29,No,Travel_Rarely,1165,Research & Development,5,3,Life Sciences,1,1347,4,Female,94,3,3,Manufacturing Director,4,Married,6558,9484,8,Y,No,11,3,1,80,1,1,2,3,0,0,0,0
26,No,Travel_Rarely,565,Research & Development,1,5,Life Sciences,1,1348,2,Female,45,4,5,Research Scientist,3,Divorced,11275,18812,1,Y,No,14,3,2,80,2,22,3,2,11,3,0,4
39,Yes,Travel_Rarely,124,Human Resources,1,4,Life Sciences,1,1349,3,Female,87,4,2,Human Resources,3,Divorced,5273,25078,2,Y,No,11,4,3,80,1,17,3,3,12,2,1,4
38,No,Travel_Rarely,790,Sales,5,1,Marketing,1,1350,3,Female,64,2,3,Sales Executive,4,Divorced,6895,26093,8,Y,No,12,3,1,80,0,21,2,2,9,0,1,3
44,No,Travel_Frequently,229,Research & Development,12,4,Other,1,1351,4,Female,45,2,1,Manager,4,Single,2210,18068,1,Y,No,19,3,4,80,1,13,3,3,5,5,1,0
33,Yes,Travel_Rarely,1388,Research & Development,29,4,Life Sciences,1,1352,2,Male,62,3,1,Laboratory Technician,3,Married,3093,12670,4,Y,Yes,11,3,3,80,0,0,0,3,0,0,0,0
40,Yes,Travel_Rarely,136,Research & Development,13,4,Life Sciences,1,1353,3,Male,60,2,1,Research Director,2,Divorced,2426,16784,1,Y,No,17,3,2,80,3,21,2,3,0,0,0,0
41,No,Travel_Rarely,588,Research & Development,18,3,Medical,1,1354,4,Male,51,3,5,Laboratory Technician,4,Married,9634,18833,1,Y,No,20,3,1,80,0,4,3,2,1,1,1,1
41,No,Travel_Rarely,202,Research & Development,12,3,Technical Degree,1,1355,3,Female,90,2,4,Laboratory Technician,3,Single,8177,20400,3,Y,No,17,3,4,80,1,5,2,4,5,3,1,2
29,Yes,Travel_Frequently,838,Research & Development,20,1,Medical,1,1356,1,Male,93,1,4,Healthcare Representative,2,Divorced,8567,6421,7,Y,No,16,4,4,80,2,12,2,2,12,1,2,3
38,No,Non-Travel,842,Research & Development,1,3,Life Sciences,1,1357,3,Male,99,4,2,Research Director,4,Married,5228,5432,2,Y,No,13,3,3,80,1,20,4,1,13,0,4,2
40,Yes,Travel_Frequently,712,Research & Development,23,1,Other,1,1358,2,Male,64,3,2,Research Scientist,2,Single,4353,2889,3,Y,No,12,3,3,80,1,18,3,2,0,0,0,0
37,Yes,Travel_Frequently,1207,Sales,4,3,Technical Degree,1,1359,4,Female,68,3,1,Sales Executive,1,Single,1532,18667,3,Y,No,11,3,2,80,1,17,3,4,2,2,2,2
18,No,Travel_Rarely,1442,Research & Development,22,4,Life Sciences,1,1360,4,Male,32,2,2,Research Scientist,1,Married,4545,14429,2,Y,No,15,3,3,80,0,8,2,4,2,2,2,2
38,No,Travel_Rarely,431,Research & Development,1,2,Other,1,1361,3,Female,42,3,2,Manufacturing Director,3,Married,4590,25929,3,Y,No,13,3,1,80,1,8,2,3,0,0,0,0
56,No,Travel_Rarely,297,Sales,11,3,Medical,1,1362,3,Female,43,3,3,Sales Representative,3,Single,6648,11099,1,Y,No,12,3,3,80,1,13,3,4,10,4,1,10
33,No,Non-Travel,515,Research & Development,11,2,Life Sciences,1,1363,3,Female,70,3,2,Research Scientist,2,Married,5235,16365,2,Y,No,14,3,3,80,1,10,2,2,5,5,3,5
30,No,Travel_Rarely,169,Research & Development,29,2,Medical,1,1364,1,Male,37,3,1,Laboratory Technician,2,Divorced,3315,12388,2,Y,Yes,15,4,4,80,1,17,3,4,6,0,0,0
40,No,Travel_Rarely,1398,Research & Development,13,3,Technical Degree,1,1365,2,Male,48,3,1,Laboratory Technician,2,Married,2024,13696,6,Y,No,12,3,3,80,1,16,2,2,15,6,4,2
